movie_titles,genre,summary
Casablanca,Romance,"A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.The story of Rick Blaine, a cynical world-weary ex-patriate who runs a nightclub in Casablanca, Morocco during the early stages of WWII. Despite the pressure he constantly receives from the local authorities, Rick's cafe has become a kind of haven for refugees seeking to obtain illicit letters that will help them escape to America. But when Ilsa, a former lover of Rick's, and her husband, show up to his cafe one day, Rick faces a tough challenge which will bring up unforeseen complications, heartbreak and ultimately an excruciating decision to make.In World War II Casablanca, Rick Blaine, exiled American and former freedom fighter, runs the most popular nightspot in town. The cynical lone wolf Blaine comes into the possession of two valuable letters of transit. When Nazi Major Strasser arrives in Casablanca, the sycophantic police Captain Renault does what he can to please him, including detaining a Czechoslovak underground leader Victor Laszlo. Much to Rick's surprise, Lazslo arrives with Ilsa, Rick's one time love. Rick is very bitter towards Ilsa, who ran out on him in Paris, but when he learns she had good reason to, they plan to run off together again using the letters of transit. Well, that was their original plan....During World War II, Europeans who were fleeing from the Germans, sought refuge in America. But to get there they would first have to go Casablanca and once they get there, they have to obtain exit visas which are not very easy to come by. Now the hottest spot in all of Casablanca is Rick's Cafe which is operated by Rick Blaine, an American expatriate, who for some reason can't return there, and he is also extremely cynical. Now it seems that two German couriers were killed and the documents they were carrying were taken. Now one of Rick's regulars, Ugarte entrusts to him some letters of transit, which he intends to sell but before he does he is arrested for killing the couriers. Captain Renault, the Chief of Police, who is neutral in his political views, informs Rick that Victor Laszlo, a resistance leader from Czechoslovakia, is in Casablanca and will do anything to get an exit visa but Renault has been ""told"" by Major Strasser of the Gestapo, to keep Laszlo in Casablanca. Laszlo goes to Rick's to meet Ugarte, because he was the one Ugarte was going to sell the letters to. But since Ugarte was arrested he has to find another way. Accompanying him is Ilsa Lund, who knew Rick when he was in Paris, and when they meet some of Rick's old wounds reopen. It is obvious that Rick's stone heart was because of her leaving him. And when they learn that Rick has the letters, he refuses to give them to him, because ""he doesn't stick his neck out for anyone"".Rick Blaine, who owns a nightclub in Casablanca, Morocco, discovers his old flame Ilsa is in town with her husband, Victor Laszlo. Laszlo is a resistance leader from Czechoslovakia, and with Germans on his tail, Ilsa knows Rick can help them get out of the country - but will he?"
Modern Times,Comedy,"The Tramp struggles to live in modern industrial society with the help of a young homeless woman.Chaplin's last 'silent' film, filled with sound effects, was made when everyone else was making talkies. Charlie turns against modern society, the machine age, (The use of sound in films ?) and progress. Firstly we see him frantically trying to keep up with a production line, tightening bolts. He is selected for an experiment with an automatic feeding machine, but various mishaps leads his boss to believe he has gone mad, and Charlie is sent to a mental hospital - When he gets out, he is mistaken for a communist while waving a red flag, sent to jail, foils a jailbreak, and is let out again. We follow Charlie through many more escapades before the film is out.The idea of the film was apparently given to Chaplin by a young reporter, who told him about the production line system in Detroit, which was turning its workers into nervous wrecks. In the film, Charlie becomes literally trapped in the machine and, in one of his finest patches of comic invention, is battered and buffeted by an automatic feeding machine introduced by his bosses to save time and money. Cured after his breakdown, he is arrested when he picks up a red flag that has fallen off the back of a lorry, and runs down the street to return it, exactly the same time as a left-wing demonstration comes round the corner. He meets 'The Gamine' in the back of the police van, who has also been arrested for stealing bread. From then on the theme is about two nondescripts trying to get along in modern times. ""Smile, though your heart is breaking ...""A little tramp is finding it difficult to match his own sensibilities to the modern mechanized world. Failing as a worker on a factory assembly line, he gets into a series of adventures and misadventures, which leads to him meeting a young recently orphaned gamine who ran away rather than end up in an orphanage. They try to survive in the world together, both on the run from the law, although his previous stints behind bars were to him more comforting than life outside in the cold modern world. Beyond being wanted by the law, the question becomes whether they individually or together can find their proper place in the ever changing world which seems out to get them.The story begins on the life of a factory working who is employed on the assembly line. His job sees him screwing nuts at an ever-increasing rate as part of the assembly line as well as being subjected to new, untested inventions like an 'automatic feeding machine'. This daily monotony pushes him over the edge and, after a lengthy stay in an asylum, is arrested for being mistakenly taken as an instigator at a communist rally. What follows is the factory worker meeting the love of his life, taking on several new jobs and trying to make what proves to be a difficult living.It looks like we don't have a Synopsis for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Synopsis submission guide."
City Lights,Comedy,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.A tramp falls in love with a beautiful blind girl. Her family is in financial trouble. The tramp's on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.Charmingly simple story of The Little Tramp who meets a lovely blind girl selling flowers on the sidewalk who mistakes him for a wealthy duke. When he learns that an operation may restore her sight, he sets off to earn the money she needs to have the surgery. In a series of comedy adventures that only Chaplin could pull off, he eventually succeeds, even though his efforts land him in jail. While he is there, the girl has the operation and afterwards yearns to meet her benefactor. The tear-inducing closing scene, in which she discovers that he is not a wealthy duke but only The Little Tramp, is one of the highest moments in movies.A little tramp living in the big city has a profound effect on two people he meets. The first is a wealthy man, who the tramp saves from killing himself during the wealthy man's drunken stupor. However, the relationship between the wealthy man and the tramp continually changes depending on the drunken or sober state of the wealthy man. The second is a poor blind flower girl, who lives with her destitute grandmother. The kindness of the tramp toward her makes her fall in love with him, as he is with her. By circumstance, she believes that he is a wealthy man. When he learns that an expensive operation can restore her eyesight, the tramp does whatever he can to earn the money to pay for the operation, even if the result is that she will find out that he is not the wealthy man she believes and which by association may make her change her blind opinion of him.The Little Tramp meets and falls in love with a young blind girl who sells flowers on the street corner. He also befriends an eccentric millionaire who drinks too much and only recognizes him when he is drunk. The Little Tramp gives the girl a ride home in the millionaire's car and she thinks he is rich. After a boisterous party at the millionaire's house, the rich man wakes up and has no idea who the Little Tramp is or why he is there and so throws him out on his ear. When the blind girl and her grandmother fall behind in the rent and face eviction, he tries working and even enters a boxing competition to raise the money they need, but nothing works out. He gets the money from the millionaire but is accused of theft and ends up in jail, but not before getting her enough money to not only pay the rent but to also seek treatment for her blindness. When he's released from jail, they meet again.This classic story of love, tragedy and hope centers around a homeless tramp whom meets and instantly falls in love with a beautiful, albeit blind, flower seller. The tramp, desperate to win her love over, convinces the woman that he is a millionaire and can pay for her to get her sight back. We then follow the ebbs and flows of The Little Tramp's adventures in his pursuit to make good on his promise to The Flower Girl."
Capharnaüm,Drama,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.Capernaüm (""Chaos"") tells the story of Zain (Zain al-Rafeea), a Lebanese boy who sues his parents for the ""crime"" of giving him life. The film follows Zain as he journeys from gutsy, streetwise child to hardened 12-year-old ""adult"" fleeing his negligent parents, surviving through his wits on the streets, where he meets Ethiopian migrant worker Rahil, who provides him with shelter and food, as Zain takes care of her baby son Yonas in return. Zain later gets jailed for committing a violent crime, and finally seeks justice in a courtroom.With his family grappling with extreme poverty, forever indebted to their ruthless landlord, the sad twelve-year-old boy, Zain, is forced to fend for himself in the squalid and overcrowded slums of Beirut. Unable to save his eleven-year-old sister, Sahar, from an uneasy arrangement, Zain will soon find himself all alone in a faceless city, ending up at a small amusement park to befriend another lost soul: the Ethiopian cleaner and mother of one, Rahil. But, in this grim and hostile world, there is no room for dreamers--and as a horrifying discovery is the last straw--a rabid desire for retribution possesses Zain and his blood-thirsty knife demands justice. Who is to blame when love becomes hate, and life turns into an unendurable torment?It looks like we don't have a Synopsis for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Synopsis submission guide."
Kimi no na wa.,Fantasy,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?Mitsuha is the daughter of the mayor of a small mountain town. She's a straightforward high school girl who lives with her sister and her grandmother and has no qualms about letting it be known that she's uninterested in Shinto rituals or helping her father's electoral campaign. Instead she dreams of leaving the boring town and trying her luck in Tokyo. Taki is a high school boy in Tokyo who works part-time in an Italian restaurant and aspires to become an architect or an artist. Every night he has a strange dream where he becomes...a high school girl in a small mountain town.From director Makoto Shinkai, the innovative mind behind Voices of a Distant Star and 5 Centimeters Per Second, comes a beautiful masterpiece about time, the thread of fate, and the hearts of two young souls. The day the stars fell, two lives changed forever. High-schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki's body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other. Yet, somehow, it works. They build a connection and communicate by leaving notes, messages, and more importantly, an imprint. When a dazzling comet lights up the night's sky, something shifts, and they seek each other out wanting something more - a chance to finally meet. But try as they might, something more daunting than distance prevents them. Is the string of fate between Mitsuha and Taki strong enough to bring them together, or will forces outside their control leave them forever separated?Mitsuha and Taki are complete strangers living separate lives until they suddenly switch places. Mitsuha wakes up in Taki's body, and he in hers. This occurrence happens randomly, and they must adjust their lives around each other. Yet, somehow, it works. They build a connection by leaving notes for one another until they wish to finally meet. But something stronger than distance may keep them apart.This story takes place in a small mountain village in Japan. Mitsuha, a high school girl of this village, leads a dull life and yearns for living in a big city. Then someday, she has a dream of her being a boy. In that dream she is in an unfamiliar house in Tokyo and surrounded with strange friends.Though she is confused, she feels happy leading a new life here. Meanwhile, a Tokyo high school boy named Taki also has a weird dream of him being a girl in a mountain village. That's how they meet each other in their dreams.A teenage boy living in Tokyo and a teenage girl living in the country experience a strange, random phenomenon. They occasionally switch bodies for a day at a time, and then can't remember what happened while they were switched. The boy eventually sets out to find the girl, but the situation may be even more peculiar than he imagined."
Dangal,Action,"Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.Biopic of Mahavir Singh Phogat, who taught wrestling to his daughters Babita Kumari and Geeta Phogat. Geeta Phogat was India's first female wrestler to win at the 2010 Commonwealth Games, where she won the gold medal (55 kg) while her sister Babita Kumari won the silver (51 kg).Dangal is a biography of a real life patriotic fighter Mahavir Singh Phogat who raises his daughters and evolves them into World Class Fighters. The movie begins with a crochy brawl between Mahavir (Aamir Khan) and his colleague who was also former wrestler, thus embalming the terrific Dangal Theme, discovering Mahavir's past life of a Wrestler. Mahavir admires to make his dreams come true by his sons but on contrary, four daughters take birth. They come with a complaint of beating down a boy in their locality. Hence Mahavir hopes they would be future Wrestlers. So he trains his daughters Gita and Babita, thus proving they're no less than a professional male wrestler. After a long struggle, Gita enters the National level Wrestling and acquires victory. When she is up to the Internationals, she opts to get trained from the NSA(National Sports Academy) where a coach mis-trains Gita, due to which she deliberately fails every match she attempts. Her sister Babita also attains an age to get into Wresting. Now, Mahavir plans to train both by his own norms. Finally, Gita defeats an Australian Wrestler by following the predominant path of her father, not of the coach. The movie is par excellent, enridges Women Empowerment in the Nation.Mahavir Singh Phogat is a former wrestling champion had to quit the sport due to his family pressure as it was not helping his family financially.He only dreams that his son should win Gold Medal for India in wrestling but back to back he has four daughter's.Mahavir feels his dream cant be complete and starts staying away from the sport,while his daughter Geeta and Babita are growing the notices that they have quality of being wrestlers and starts training them,Geeta and Babita have to get a hard training and start to dislike their father for this but they realize that their father is doing this for their betterment and take the sport seriously. Geeta soon becomes a a known wrestler in the state and wins Junior International.Geeta further has to Patiala for further training to participate in common wealth games where she has a new coach Pramod Kadam.Meanwhile Babita makes her name at Junior level.Geeta believes her coach's training is better than her father which makes Mahavir very depressed."
Spider-Man: Into the Spider-Verse,Action,"Teen Miles Morales becomes the Spider-Man of his reality, and must join with five counterparts from other dimensions to stop a threat for all realities.Miles Morales is a New York teen struggling with school, friends and, on top of that, being the new Spider-Man. When he comes across Peter Parker, the erstwhile saviour of New York, in the multiverse, Miles must train to become the new protector of his city.Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that's the first of its kind. ""Spider-Man(TM): Into the Spider-Verse"" introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.Miles Morales is a teen from Brooklyn, struggling with own issues as he adjusts to a new school. On top of that, he must carry the mantel of being Spider-Man, as he meets various different versions of the iconic superhero in different forms, from different dimensions across the universe.Peter Parker is the only Spider-Man, except there are other Spider-Men out there: in the multiverse known as 'The Spider-Verse'. After down-on-his-luck teenager Miles Morales gets bitten by a radioactive spider, he sees Spider-Man stop the Kingpin's dimension-crossing super-collider; only to be killed by the Kingpin afterwards. Seeing his hero die before him, Miles vows to avenge the wall-crawler and destroy the collider once and for all. Unknown to Morales, there's another Peter Parker from another dimension.Miles Morales has just started at a new school and is struggling to fit in. Then he is bitten by a radioactive spider and he obtains certain powers, similar to those of Spiderman. He doesn't know what to do with the powers, or how to control them, so naturally he turns to Spider-Man for advice."
Avengers: Endgame,Action,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.After the devastating events of Avengers: Infinity War (2018), the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos's actions and undo the chaos to the universe, no matter what consequences may be in store, and no matter who they face...The grave course of events set in motion by Thanos, that wiped out half the universe and fractured the Avengers ranks, compels the remaining Avengers to take one final stand in Marvel Studios' grand conclusion to twenty-two films - Avengers: Endgame.After half of all life is snapped away by Thanos, the Avengers are left scattered and divided. Now with a way to reverse the damage, the Avengers and their allies must assemble once more and learn to put differences aside in order to work together and set things right. Along the way, the Avengers realize that sacrifices must be made as they prepare for the ultimate final showdown with Thanos, which will result in the heroes fighting the biggest battle they have ever faced.Avengers: Endgame picks up after the events of Avengers: Infinity War, which saw the Avengers divided and defeated. Thanos won the day and used the Infinity Stones to snap away half of all life in the universe. Only the original Avengers - Iron Man, Captain America, Thor, Hulk, Black Widow, and Hawkeye remain, along with some key allies like War Machine, Ant-Man, Rocket Raccoon, Nebula, and Captain Marvel. Each of the survivors deals with the fallout from Thanos' decimation in different ways, but when an opportunity presents itself to potentially save those who vanished, they all come together and set out to defeat Thanos, once and for all."
Avengers: Infinity War,Sci-Fi,"The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment, the fate of Earth and existence has never been more uncertain.Now that Earth has put its mark on the universe through the Avengers, all superheroes, including ones from other parts of the Galaxy, must join forces to stop the powerful Thanos from taking all the infinity stones and destroying the universe one planet at a time.The mad titan Thanos (Josh Brolin) begins his hunt for the most powerful objects in the universe, the Infinity Stones, in this movie. With the Space Stone, given by Loki (Tom Hiddleston), and the Power Stone, Thanos sends (Ebony Maw, Cull Obsidian to retrieve the Time Stone from Doctor Strange (Benedict Cumberbatch), sends Proxima Midnight, and Corvus Glaive) to retrieve the Mind Stone from Vision (Paul Bettany). Meanwhile, Tony Stark (Robert Downey, Jr.) meets up with Bruce Banner (Mark Ruffalo) and sorcerers Doctor Strange (Benedict Cumberbatch) and Wong (Benedict Wong). With help from Peter Parker/Spider-Man (Tom Holland), Stark and Strange join forces together and agree to stop Thanos. In space, Thor (Chris Hemsworth) also joins forces with the Guardians of the Galaxy, Star-Lord (Chris Pratt), Drax (Dave Bautista), Rocket (Bradley Cooper), Groot (Vin Diesel), Mantis (Pom Klementieff), and Gamora (Zoe Saldana), the daughter of Thanos who warns Thor of his power. Thor travels away to defeat Thanos with Rocket and Groot, while the other Guardians join forces with Stark, Strange, and Parker. In Wakanda, Steve Rogers (Chris Evans) and his team, Black Widow (Scarlett Johansson), Falcon (Anthony Mackie), Scarlet Witch (Elizabeth Olsen), War Machine (Don Cheadle), and Bruce Banner to protect Vision and the Mind Stone in his forehead. With protection given from King T'Challa/Black Panther (Chadwick Boseman), and his Wakandan army, Thanos will come for everyone to destroy half the universe.Two years after the Leipzig fight and immediately following the destruction of Asgard, the Avengers and the Guardians of the Galaxy learn that the Mad Titan Thanos is seeking to collect the Infinity Stones, which are said to be the most powerful artifacts in the universe. Facing an enemy too powerful to stop alone, the Avengers and the Guardians, alongside Doctor Strange, Black Panther, and Spider-Man must come together and stop Thanos from inflicting his power and destroying the universe.The mad titan Thanos has begun his quest to obtain all six Infinity Stones, which will give him the power to wipe out half of all life in the universe. Earth's mightiest heroes, now with help from the Guardians of the Galaxy, will be tested like never before in their efforts to fight against their most powerful threat to date."
Coco,Action,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.Despite his family's baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.Young Miguel simply loves music. But his family has a mysterious ban on anyone from their clan performing music. The ban dates back for many generations yet Miguel dreams of becoming an accomplished musician just like his idol, Ernesto de la Cruz. Longing to prove his musical talents, Miguel finds himself in the technicolor Land of the Dead. Along his way, he meets the charming trickster Hector, and together, they set out to find the real story behind his family's mysterious ban on music.The rebellious Miguel, a 12-year-old Mexican boy and hopeful musician, is unable to understand the family's continuing ban on all music, especially when his icon and the greatest guitar player to ever live, the deceased Ernesto de la Cruz, is the town's hero. However, an inadvertent mistake on the sacred Day of the Dead will magically transport Miguel to the distant and bustling Land of the Dead, where the scoundrel skeleton, Hector, will lead the way through the vibrant underworld to help the young trespasser find a missing ancestor. But can they do it before sunrise?An aspiring young guitar player, whose family has a classic hate for music, tries to find answers of his great Grandfather, which leads his search to his entrance to Tierra De Muertos, where all dead people get to live if they are remembered well. In there, the boy will not only discover his family's legacy, but his search will lead him to an unexpected truth in this Disney tale about love, hate, death, music, betrayal -- and most of all: Family."
Django Unchained,Drama,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.In 1858, a bounty hunter named Schultz seeks out a slave named Django and buys him because he needs him to find some men he is looking for. After finding them, Django wants to find his wife, Broomhilda, who along with him were sold separately by his former owner for trying to escape. Schultz offers to help him if he chooses to stay with him and be his partner. Eventually they learn that she was sold to a plantation in Mississippi. Knowing they can't just go in and say they want her, they come up with a plan so that the owner will welcome them into his home and they can find a way.In 1858, in Texas, the former German dentist Dr. King Schultz meets the slave Django in a lonely road while being transported by the slavers Speck Brothers. He asks if Django knows the Brittle Brothers and with the affirmative, he buys Django for him. Then Dr. Schultz tells that he is a bounty hunter chasing John, Ellis and Roger Brittle and proposes a deal to Django: if he helps him, he would give his freedom, a horse and US$ 75.00 for him. Django accepts the deal and Dr. Schultz trains him to be his deputy. They kill the brothers in Daughtray and Django tells that he would use the money to buy the freedom of his wife Broomhilda, who is a slave that speaks German. Dr. Schultz proposes another deal to Django: if he teams-up with him during the winter, he would give one-third of the rewards and help him to rescue Broomhilda. Django accepts his new deal and they become friends. After the winter, Dr. Schultz goes to Gatlinburgh and learns that Broomhilda was sold to the ruthless Calvin Candie von Shaft, who lives in the Candyland Farm, in Mississippi. Dr. Schultz plots a scheme with Django to lure Calvin and rescue Broomhilda from him. But his cruel minion Stephen is not easily fooled.In the late 1850's, former dentist turned bounty hunter Dr King Schultz buys the freedom of a man named Django from a slave trader duo in a quest to find and kill some men he wants dead. Afterwards, Django sets out with help from Schultz to find and rescue his wife Broomhilda who like him was sold into slavery by an anonymous owner. Their journey takes them to a plantation called Candieland, owned by a ruthless tycoon. Also, they come to some suspicions of the head slave named Stephen.Two years before the Civil War pits brother-against-brother, German-born fugitive hunter Dr. King Schultz (Academy Award-winner Christoph Waltz) arrives in America determined to capture the outlaw Brittle brothers dead or alive. In the midst of his search, Dr. Schultz crosses paths with Django (Academy Award-winner Jamie Foxx), a freed slave and skilled tracker who seeks to rescue his beloved wife Broomhilda (Kerry Washington) from ruthless plantation owner Calvin Candie (Academy Award-nominee Leonardo DiCaprio). Once Django has aided Dr. Schultz in coral ling the Brittle brothers, the two team up to capture some of the most wanted men in the South. Meanwhile, Django never loses sight of his mission to free Broomhilda from the treacherous slave trade before it's too late. Upon arriving at Candie's nefarious plantation, dubbed Candyland, Django and Dr. Schultz discover that slaves are being groomed for gladiator-like competitions by Candie's malevolent right-hand man Billy Crash (Walton Goggins), and together they skillfully work their way onto the compound for a closer look. But just as Django and his partner locate Broomhilda and plot a daring escape, Candie's house slave Stephen (Academy Award-nominee Samuel L. Jackson) catches wind of their plan, and informs his master of the betrayal. Now, as a clandestine organization attempts to back them into a corner, Django and Dr. Schultz will have to come out with pistols blazing if they ever hope to free Broomhilda from Candyland and the clutches of its vile proprietor."
The Dark Knight Rises,Action,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.Despite his tarnished reputation after the events of The Dark Knight (2008), in which he took the rap for Dent's crimes, Batman feels compelled to intervene to assist the city and its Police force, which is struggling to cope with Bane's plans to destroy the city.Eight years after the events of The Dark Knight (2008) find Gotham at a time of peace. This is due to Batman taking the fall for Harvey Dent's murder. However, a new evil force named Bane has arrived in Gotham and aims to take over the city and expose the truth behind who Harvey Dent really was. Now that Wayne Manor has been completely rebuilt, Bruce Wayne has become almost reclusive, rarely leaving the estate. And with Bane taking over the city by force, it forces Batman to come out of retirement. But his allies are few and far between. An elusive jewel thief by the name of Selina Kyle could be the key to stopping Bane, but whose side is she on?Eight years after The Joker's Defeat and Batman took the fall for the murders committed by Harvey Dent, Gotham has a new enemy, Bane, a former member of the League of Shadows. Earlier, with Wayne Manor completely rebuilt, Bruce had become completely reclusive, rarely leaving the estate. Bane plans to continue the work of Ra's al Ghul by destroying Gotham. With allies being few and far between, Batman teams up with elusive jewel thief Selina Kyle, who may also be the key to stopping Bane. But whose side is she really on?Batman is forced out of eight years of hiding when a ruthless mercenary called Bane takes control of Gotham's underworld, and makes plans to take over the whole city. With the help of the mysterious Selina Kyle and his butler Alfred, Bruce must protect the citizens of the beloved from their greatest threat yet.From a far side of the world, a lunatic rises from the darkness, determined to annihilate the city of the Dark Knight, who has been hiding for eight years. Joining forces with old and new allies, Bruce Wayne must put his mask on one last time to finish what he had started and become a hero again."
3 Idiots,Comedy,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".Farhan Qureshi and Raju Rastogi want to re-unite with their fellow collegian, Rancho, after faking a stroke aboard an Air India plane, and excusing himself from his wife - trouser less - respectively. Enroute, they encounter another student, Chatur Ramalingam, now a successful businessman, who reminds them of a bet they had undertaken 10 years ago. The trio, while recollecting hilarious antics, including their run-ins with the Dean of Delhi's Imperial College of Engineering, Viru Sahastrabudhe, race to locate Rancho, at his last known address - little knowing the secret that was kept from them all this time.Racho is an engineering student. His two friends. Farhan and Raju, Racho sees the world in a different way. Racho goes somewhere one day. And his friends find him. When Racho is found, it becomes a one of a great scientist in the world.3 Idiots is a Bollywood production that flashes back and forth between present day, and the characters' time in college. It starts off with old friends, Qureshi and Raju Rastogi learning that their college pal, Rancho, had finally been found. The movie follows their travels to find their long lost friend, while flashing back to the events of their school years, where they often got into amusing shenanigans involving the Dean of Delhi's Imperial College of Engineering, Viru Sahastrabudhe, and dealt with some serious events that many people encounter in every day life."
Taare Zameen Par,Drama,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.Ishaan Awasthi is an eight-year-old child whose world is filled with wonders that no one else seems to appreciate; colours, fish, dogs and kites are just not important in the world of adults, who are much more interested in things like homework, marks and neatness. And Ishaan just cannot seem to get anything right in class. When he gets into far more trouble than his parents can handle, he is packed off to a boarding school to 'be disciplined'. Things are no different at his new school, and Ishaan has to contend with the added trauma of separation from his family. One day a new art teacher bursts onto the scene, Ram Shankar Nikumbh, who infects the students with joy and optimism. He breaks all the rules of 'how things are done' by asking them to think, dream and imagine, and all the children respond with enthusiasm, all except Ishaan. Nikumbh soon realizes that Ishaan is very unhappy, and he sets out to discover why. With time, patience and care, he ultimately helps Ishaan find himself.Taare zameen par is a story about a child played by Darsheel Safari who suffers from dyslexia. As a result of which he is unable to cope with daily life, during his early childhood. Improvement in his life is made by teacher played by aamir khan, who explains the problem to darsheel's parents and gradually puts in efforts himself to improve life of that poor child.The Awasthi family consisting of Nandkishore, his wife, Maya and two sons, Yohan and Ishaan, all resides in a house-hold in Bombay, India. The two children attend St. Anthony's High School, while Yohan excels in his studies, Ishaan is the exact opposite; everything about him is negative with a record of failing twice in his third standard, the boy who hides his report card from his parents, the one who makes mischief with other students and his teachers all gives the principal a reason to throw him out. Even at home in his neighbor hood his behavior gets out of control when he gets into fights with other children. The numerous complaints from others forces his parents to enroll him into, ""The New Era"" boarding school in distant Panchgani but Ishaan's performance still does not improve and is again on the verge of being rusticated when a temporary art teacher, Ram Shankar Nikumbh is recruited. Ram believes Ishaan is suffering from dyslexia and attempt to explain to his parents and other teachers that he will work on curing the boy.An art teacher, Ram Shankar Nikumbh teaches at a local boarding school and thinks that every child is special and must have his chance of enjoying his/her school days, so he breaks all the rules of 'how things are done' in the school to let his motives became successful, all the children respond to him with joy, all except a small boy named Ishaan Awasthi, of eight years old who seem to be in a different world all the time. Nikumbh soon finds out that Ishaan is unhappy about something. He attempts to help him. The questions remain will he be successful or will the errant prove dangerous for him.The Mumbai-based Awasthi family consists of Nandkishore, his wife, Maya, and two sons, Yohan and Ishaan. Both sons attend St. Anthony's High School where Yohan excels in his studies, but Ishaan does the opposite, having failed in his 3rd standard twice already. His parents continue to be disappointed with his performance, and as a result he hides his report cards from them, often misses school, and keeps to himself all the time. Things get worse when he gets into disagreements and fisticuffs with other children, prompting his father to have him admitted in the New Era Boarding School in distant Panchgani. Even this re-location does not improve Ishaan performance, and the Principal decides to rusticate him. Then a temporary teacher, Ram Shankar Nikumbh is recruited. Ram meets with Ishaan and believes he has a solution that will improve the child's life - little realizing that Ishaan does not have much of a future as neither his teachers, his friends, and even his parents believe that there is any hope for him."
